code,name,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07,2023-07
GGY,Guernsey (U.K.),953.97,1004.35,960.2,620.99,768.36,676.54,693.79,764.62,890.77,788.39,1140.12,760.46,703.72,751.89,719.76,924.4,994.94,923.29,819.72,972.21,903.05,761.48,929.59,744.9,1130.06,740.44,834.62,938.85,987.88,989.49,963.09,1068.92,1065.64,769.95,954.81,867.25,1006.35,836.4,869.51,703.87,843.74,750.73,889.41,1029.47,1031.67,905.33,828.63,858.84,1028.73,1069.54,1124.08,985,1022.2,833.67,868.26,803.1,847.7,905.84,1000.03,1017.44,947.67,745.94,1147.25,958.24,1158.71,925.97,942.59,927.8,895.57,1097.82,1146.58,983.2,980.45,1142.92
GHA,Ghana,1080.51,1183.19,1075.68,973.58,983.78,1115.78,1047.33,1416.57,854.08,1076.99,1150.43,859.71,1211.45,1235.88,903.6,1104.08,1031.63,1243.75,1642.1,1191.66,1200.12,1407.52,1238.3,1219.76,1187.85,1112.27,1172.92,1052.99,1188.99,1390.99,1390.37,1162.81,1159.15,868.19,1303.12,1381.74,1232.42,1285.64,1442.89,1352.87,1106.24,1300.57,1093.31,1253.09,1191.07,1282.31,1144.98,1108.83,1063.5,1343.66,1002.7,886.26,1119.62,1140.32,957.97,1022.82,985.2,1118.65,1110,1071.4,1162.42,1052.34,1132.49,998.24,1193.97,976.74,1209.41,1120.45,1338.44,1335.04,1014.24,1052.25,1093.49,1171.78
GIB,Gibraltar (U.K.),538.9,692.56,557.11,820,466.08,1011.9,844.22,764.87,558.34,555.29,976.5,925.75,926.98,1262.15,708.18,731.8,558.94,706.48,701.94,1178.94,974.55,991.01,1218.51,628.39,451.97,659.01,766.79,697.12,623.19,820.92,585.61,454.39,621.7,695.54,569.08,642.88,533.53,889.13,597.16,1399.09,784.86,729.29,546.46,753.1,420.39,569.35,1335.6,904.89,472.85,542.63,747.5,650.07,625.92,840.09,615.05,482.96,692.92,567.91,917.41,702.95,1401.48,733.82,577.15,540.84,524.14,510.8,690.32,488.87,852.41,339.97,584.76,578.04,599.16,357.93
GIN,Guinea,1808.65,2114.1,1917.39,1899.77,2014.01,1874.46,1930.27,2125.62,1960.34,1834.38,1734.95,1709.39,1866.24,1751.78,1748.43,1688.84,1774.75,2062.71,1994.1,2212.85,1853.62,2040.39,2125.47,1911.75,1700.57,1833.8,1926.58,1715.12,2049.77,2254.02,1980.24,1977.76,1834.7,1658.04,1826.73,1758.21,1733.36,1774.86,1744.36,1922.99,1745.83,1763.18,1762.17,1888.05,1899.55,1720.14,1749.92,1634.33,1580.05,1771.45,1778.74,1589.85,1538.78,1731.63,1663.09,1690.51,1559.56,1566.42,1701.93,1702.04,1753.15,1561.2,1733.51,1562.82,1571.09,1683.2,1678.62,1685.34,1808.34,1765.12,1771.06,1600.05,1713.34,1495.09
GLP,GLP,1118.19,1132.58,876.63,885.08,1047.14,970.67,982.35,942.29,1091.61,829.5,1037.58,1303.64,1053.39,1124.83,973.32,872.42,994.37,934.21,767.94,854.12,929.63,778.7,1011.69,973.72,1182.6,964.42,921.52,1067.75,1016.23,1312.62,864.27,1086.93,1084.22,936.1,991.95,1058.6,950.88,1231.84,1131.39,1010.82,1107.19,866.66,1013.02,973.42,825.33,1111.08,1135.64,887.72,1275.43,1085.97,845.95,834.17,882.57,956.78,1391.99,1374.61,1211.84,994.67,1137.12,932.07,1224.14,1561.68,1221.93,1165.63,981.19,844.05,1143.83,1237.49,927.93,887.58,1020.91,824.25,1038.78,1150.65
GMB,The Gambia,931.6,1147.06,896.04,895.66,1095.73,1189.85,938.45,1021.69,1020.06,698.6,799.89,1036.17,905.13,1002.5,956.52,997.49,914.93,1180.25,661.5,1061.61,743.93,926.77,757.25,704.94,733.84,840.49,805.79,550.92,993.79,847.81,674.16,758.06,682.11,667.2,614.1,770.41,781.09,833.47,836.93,907.22,724.19,682.81,696.61,751.3,871.26,844.38,822.7,673.26,562.46,836.38,746.75,684.02,465.56,744.39,537.55,634.83,585.13,516.61,825.94,761.29,849.51,585.52,845.16,815.62,556.82,721.83,681.97,641.09,726.07,650.83,936.97,732.14,905.07,649.59
GNB,Guinea-Bissau,1745.36,1793.91,1716.94,1624.75,1895,1835.7,1752.53,1775.61,2073.41,1460.3,1305.71,1703.74,1588.11,1635.63,1655.14,1560.42,1627.56,1833.46,1237.1,1796.01,1418.52,1679.2,1647.49,1462.21,1560.85,1578.68,1542.67,1057.64,1567.92,1639.29,1249.08,1392.28,1337.05,1287.9,1272.27,1329.71,1436.32,1446.26,1316.88,1366.21,1283.04,1368.34,1270.15,1339.12,1398.62,1323.19,1297.67,1207.69,1099.29,1467.49,1319.38,1299.85,946.79,1427.88,1129.83,1134.49,1050.99,1050.91,1385.84,1245.22,1336.41,1126.25,1411.71,1306.32,1091.17,1519.29,1439.79,1254.47,1620.42,1242.85,1744.66,1250.84,1486.65,1226.38
GNQ,Equatorial Guinea,2473.93,3120.68,2923.12,2795.63,2710.56,2611.16,2745.31,2431.82,2383.65,2400.73,3056.54,2997.08,2701.41,3029.18,2676.59,2845.37,2980.87,3675.86,3000.63,2854.57,3225.9,3193.55,2939.33,3308.96,3293.2,3052.5,3041.94,3123.82,2982.43,2911.61,3156.44,3027.86,3080.16,2620.3,3317.98,3291.99,3002.34,3079.85,3394.75,2876.79,2986.84,2793.95,2529.21,3056.95,3095.63,2907.67,2945.98,2910.88,3077.39,3523.71,3164.87,2705.99,2975.8,3264.63,3046.42,2422.07,2866.63,3066.14,2968.52,2976.62,2626.81,2777.22,2975.83,2659.5,3037.03,2627.25,3063.25,3039.06,3016.86,3308.22,3003.63,2999.45,2693.42,2910.15
GRC,Greece,685.63,783.64,763.74,788.63,944.54,947.55,896.17,807.36,681.95,796.53,885.64,668.19,976.81,983.05,876.5,762.29,1005.95,815.17,964.17,855.48,774.08,968.5,1042.96,867.1,853.83,747.99,900.8,541.44,879.52,986.88,865.37,825.33,811.68,743.31,720.39,730.38,715.26,849.35,688.25,560.66,591.2,761.57,569.7,623.14,764.11,791.06,857.11,708.7,785.7,791.94,519.78,696.26,895.83,866.02,772.25,834.49,787.99,707.17,593.96,964.69,943.41,690.95,862.63,773.37,924.68,881.15,776.34,797.74,917.7,874.09,741.43,924.36,774.83,857.28
GRD,Grenada,1766.07,1745.83,1211.92,1382.48,1621.72,1444.31,1627.37,1317.67,1654.71,1323.67,1599.06,1658.12,1461.41,1422.75,1543.23,1206.05,1408.5,996.3,975.13,1046.25,960.63,1022.78,1162.03,1349.43,1183.06,1292.21,1058.01,1166.03,1190.03,1255.29,1176.74,1402.49,1208.49,1240.08,1425.91,1352.94,1107.85,1156.19,1477.13,978.87,1103.5,1168.57,1074.71,1098.61,944.45,1192.83,1277.73,1042.88,1431.15,1307.34,1335.37,1249.83,1172.15,1224.76,1556.87,1751.93,1243.82,1345.46,1338.36,1132.21,1602.15,1713.58,1372.97,1195.94,1061.25,946.16,1210.63,1574.3,1156.14,989.11,1111.12,1113.13,1495.12,1271.37
GRL,Greenland (Den.),358.29,336.88,425.98,414.31,468.77,436.1,471.08,367.18,399.17,431.95,415.36,407.95,405.45,406.34,475.7,388.79,323.08,415.01,370.66,394.1,421.98,357.95,514.07,394.75,386.42,442.76,521.86,392.65,409.99,385.6,404.68,377.26,370.59,451.52,479.55,385.17,453.15,458.67,410.59,390.32,435.69,436.92,432.33,433.58,387.01,393.49,514.56,470.63,395.46,447.93,439.59,462.16,448.71,471.19,439.73,479.14,389.32,435.5,477.04,357.25,425.27,376.32,447.63,445.12,468.54,416.62,460.79,475.8,462.52,390.79,469.2,476.89,499.97,470.38
GTM,Guatemala,1950.17,1713.79,1952.83,1909.36,2139.08,1807.28,1928.51,1829.19,1932.84,1805.75,1964.92,1949.92,1764.69,1720.48,1702.44,1703.51,1877.95,1669.24,1954.56,2236.59,1887.79,1655.36,1806.57,2010.27,1771.94,1772.84,1835.12,1576.55,1991.32,2192.79,1905.93,2099,1898.35,1893.29,2064.96,1702.61,1607.8,1671.58,2030.04,1906.95,1901.48,1625.55,1854.45,1888.08,1447.04,2180.39,1996.05,1888.98,2100.66,2038.2,1768.06,1687.71,1628.61,1723.85,1682.08,2033.59,2089.47,1812.96,2068.28,1551.7,2179.38,2084.06,1751.09,2125.44,1946.31,1746.95,1674.64,1954.97,1636.4,1548.27,2209.36,1663.35,2089.64,1691.28
GUF,GUF,2022.05,2076.27,1766.85,2349.44,2531.26,2392.54,2601.7,1799.6,1816.13,1991.58,2239.29,2474.38,2254.23,2503.09,1708.93,1618.5,1466.06,1983.69,2132.83,2588.16,2721.1,2134.44,2096.07,1985.04,2071.5,2156.83,2167.19,1813.35,1934.17,2140.14,1984.37,2178.33,2003.06,1641.61,2221.14,1780.43,1839.69,1488.54,1814.98,2054.07,2010.24,1464.78,1491.96,1860.88,1727.03,1459.05,1975.43,1731.04,1470.93,1891.65,2181.17,1670.65,1865.16,1524.75,1691.78,1899.18,2196.54,2102.68,1963.43,1507.88,2163.98,2008.49,1988.61,2166.32,1768.83,1918.48,1895.38,2357.85,2494.02,1684.44,2520.32,3015.07,3103.33,2440.92
GUM,Guam (U.S.),1673.86,1599.69,1590.55,1813.37,1892.46,1975.66,1920.1,1732.06,1632.22,1836.9,1846.14,2425.91,2493.49,2680.32,1990.21,1512.68,1342.73,2043.79,1763.44,1460.85,1555.84,1996.88,1525.85,1579.84,2275.31,1650.65,2209.75,1525.02,1951.3,2238.46,2375.25,2313.72,2087.89,1332.39,1620.68,2121.51,2134.79,1578.47,1724.77,2089.21,2242.54,1996.59,1782.58,1276.51,1917.89,1814.38,2414.27,2283.26,1329.72,1823.86,2035.34,1980.08,2578.32,2296.8,2901.38,2172.19,2181.3,2204.42,1630.92,2225.74,1620.29,2518.47,2135.7,2142.11,2443.31,2414.6,2018.66,2056.13,2837.38,2257.57,1874.55,2213.43,2288.85,2987.07
GUY,Guyana,1930.09,2070.91,1580.94,1885.46,2149.16,2217.63,2343.04,1508.15,1822.69,1903.27,2138.9,1855.23,2046.32,1972.51,1542.62,1288.91,1301.28,1612,1830.9,2059.24,2162.27,1827.57,1961.19,1962.4,1859.29,2033.25,1856.14,1750.72,1989.35,1921.54,1762.86,2153.22,1857.69,1720.67,1933.01,1704.72,1789.93,1605.79,1905.97,1882.41,2032.82,1681.83,1484.14,1875.44,1730.79,1612.94,1919.57,1560.88,1838.52,2007.78,2068.29,1569.14,2011.22,1807.91,1843.69,1959.92,2197.22,2186.25,2167.01,1610.32,2345.49,2188.06,2272.75,2153.35,1870.35,1806.23,2127.24,2283.64,2276.42,2098.35,2085.62,2704.97,2682.03,1831.47
HKG,HKG,1920.86,1571.2,1384.75,1351.73,1230.47,1182.02,1050.07,1826.72,1483.66,1704.25,1748.23,2205.97,1311.94,1158.16,1920.05,1727.68,1498.87,1494.11,1918.99,1512.85,2355.37,1773.11,2399.89,2668.49,2109.55,2425.34,1917.23,1509.04,2352.35,1843.21,1514.59,1735.57,1956.05,2413.54,1724.47,2143.93,1968.91,1691.26,1660.87,1619.38,1859.76,1486.21,1940.86,1892.24,1905.93,1794.4,1706.41,2398.48,1904.18,1729.65,1639.32,1907.17,1542.62,1591.7,1265.62,1854.06,1785.51,1437.66,1936.01,1622.92,1833.6,1273.96,1795.63,2052.32,1493.25,1624.35,2485.7,1825.29,1848.73,1790.12,1562.63,1848.06,1796.66,2050.06
