code,name,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07,2023-07
SSD,South Sudan,1788.04,1442.59,1659.08,1640.57,1276.82,1415.72,1336.87,1334.78,1425.53,1318.02,1352.99,1365.68,1490.94,1353.21,1189.55,981.76,1062.33,1240.14,1139.27,1320.88,1268.8,1328.15,1395.62,1253.73,1443.6,1411.41,1374.42,1271.89,1380.7,1414.6,1350.25,1240.8,1173.58,1236.35,1120.96,1440.97,1253.93,1172.59,1196.87,1139.73,1075.9,1303.15,1188.59,1066.26,1253.32,1161.61,1319.35,1129.58,1169.49,1172.73,1027.98,1095.79,910.21,1059.57,922.44,1013.64,1045,1017.06,996.22,851.04,1030.06,944.71,1006.03,916.84,930.66,809.75,781.58,838.25,780.2,1008.4,906.4,733.44,754.39,639.82
STP,São Tomé and Príncipe,1462.14,1578.87,1329.87,1191.09,1373.99,1348.36,992.45,582.29,1127.47,1166.27,1553.91,1734.21,1385.84,1985.34,1246.24,1327.61,1627.57,1694.26,1461.98,1057.98,1074.72,1113.01,1231.79,1827.55,1725.49,1571.7,1739.11,1529.38,1325.17,1419.31,1604.03,1661.73,1553.13,1058.16,1668.13,1481.45,1538.47,1315.13,1749.88,1405.11,1436.42,1625.83,1108.94,1366.53,1161.82,1365.33,1451.31,1420.36,1420.76,1386.21,1287.7,1339.7,1478.32,1947.13,1265.18,1077.94,1558.87,2319.03,1735.55,1731.05,1091.36,1245.23,1822.97,1242.69,1623.19,1208.31,1735.01,1401.1,1745.99,1580.14,1657.02,1681.07,1577.84,1618.27
SUR,Suriname,1783.45,1825.53,1370.19,1923.4,2172,2163.8,2299.11,1405.92,1477.62,1804.77,2126.91,1846.78,1976.02,2004.02,1307.66,937.63,1081.05,1645.24,1834.65,2167.79,2390.71,1854.01,1775.42,1899.44,1859.39,2103.38,1680.95,1549.53,1737.25,1873.6,1628.18,1998.52,1611.67,1291.96,1896.52,1578.15,1617.58,1191.5,1804.61,1867.63,1774.78,1325.36,1043.12,1525.57,1461.41,1439.24,1785.68,1334.26,1419.68,1925.25,1892.62,1504.85,1671.8,1492.1,1609.49,1811.02,2028.42,2002.63,2094.46,1417.34,2286.02,2104.52,2022.61,2099.41,1554.67,1701.73,2051.62,2288.47,2353.09,1852.21,2191.83,2836.25,2855.94,2085.89
SVK,Slovak Republic,602.17,634.12,812.56,561.35,720.15,782.83,598.49,799.15,809.73,735.93,914.57,655.8,812.07,823.47,789.29,1010.47,938.94,746.8,772.68,792.48,983.74,774.34,933.88,723.33,1010.95,863.14,864.05,871.28,816.59,883.58,927.6,865.88,732.43,733.91,852.9,911.08,707.37,867.02,798.91,810.99,793.48,782.31,717.54,696.22,792.22,866.47,910.98,852.18,892.83,916,815.52,881.49,830.93,605.5,877.17,951.54,787.75,838.93,834.12,853.77,1174.69,681.21,760.78,859.79,953.7,727.69,912.87,876.58,753,857.25,964.43,819,715.49,1037.61
SVN,Slovenia,1111.79,1200.53,1253.4,1026.56,1156.82,1306.57,1015.86,1143.26,1202.57,1313.55,1433.06,1191.17,1358.48,1390.84,1367.26,1743.93,1494.83,1250.52,1298.08,1397.12,1401.87,1104.92,1657.17,1253.36,1353.04,1293.89,1248.14,1286.55,1374.18,1449.07,1467.19,1216.69,1329.37,951.31,1375.78,1365.99,1226.87,1334.96,1151.08,1223.46,1234.13,1246.12,1220.48,1196.85,1192.14,1380.61,1393.94,1185.58,1323.28,1369.48,1279.73,1219.14,1317.53,974.28,1407.32,1222.5,1152.2,1202.44,1404.62,1334.42,1509.59,891.22,1254.26,1409.76,1723.11,1123.35,1432.64,1403.24,1325.41,1437.99,1266.93,1259.6,1078.88,1643.46
SWE,Sweden,773.88,683.9,708.88,748.24,796.23,621.55,618.16,773.71,684.89,665.03,816.01,767.55,723.68,695.3,719.1,752.77,781.43,825.62,674.96,640.81,758.81,766.53,791.59,748.16,832.61,693.19,596.17,787.68,689.29,787.06,713.45,788.62,716.26,784.24,800.39,859.5,767.58,821.29,791.91,739.73,842.68,737.76,786.85,804.77,649.46,751.32,674.44,707.76,915.47,815.85,943.99,817.29,695.43,709.51,779.92,771.59,821.08,771.16,805.34,782.56,764.39,868.94,928.74,724.15,787.65,886.35,734.53,826.77,635.92,849.03,854.12,810.02,770.46,868.92
SWZ,Eswatini,1039.03,710.58,970.78,739.73,603.54,923.21,1000.27,995.66,966.32,777.69,960.91,825.43,829.86,671.54,1034.74,654.01,701.7,888.29,890.54,936.5,756.4,877.56,869.79,1102.62,908.2,1259.9,1012.29,1130.34,1013.88,833.99,782.67,868.7,664.8,692.31,1162.46,968.24,793.81,901,961.74,933.88,964.69,899.74,568.04,715.9,653.56,924.11,947.09,1152.61,975.06,957.19,1448.84,1072.98,664.82,631.83,1015.67,795.64,1047.6,674.37,776.2,898.54,1032.48,849.27,915.51,913.22,877.78,584.11,688.27,906.53,771.51,765.26,869.36,1018.02,1009.75,901.56
SXM,Sint Maarten (Neth.),857.14,957.93,710.58,648,893.16,797.23,647.47,688.06,836.91,644.55,870.25,945.16,778.46,773.75,670.4,760.09,714.65,615.5,578.3,875.17,876.25,670.09,753.31,874.27,970.88,783.26,735.26,823.94,794.89,1025.12,629.42,1059.8,903.12,884.35,979.29,804.36,834.34,1253.54,713.27,835.76,805.2,681.79,831.39,705.44,506.32,1025.33,957.81,753.64,1037.28,1364.89,665.02,677.64,663.2,975.13,1081.21,1176.43,922.35,970.71,959.58,819.12,1395.66,1226.84,900.37,961.24,927.11,596.21,925.11,1172.02,723.88,702.6,854.03,684.32,904.11,977.62
SYC,Seychelles,1268.3,1750.72,1261.04,1833.66,1310.01,1180,938.24,1343.84,1290.37,1339.5,1365.17,1823.87,1272.12,1760.16,1499.64,1539.33,1244.97,1496.36,1320.37,1313.45,1028.4,1202.61,1519.53,1165.42,1162.45,1066.48,1170.76,1406.72,1291.01,1257,1299.25,1160.42,1559.96,1643.56,1149.03,1155.7,1224.4,1102.85,1251.05,1052.14,1123.49,1275.95,1361.79,1132.07,1416.93,1100.4,943.31,1622.31,1502,1156.46,977.35,1080.58,1436.34,1500.36,1373.65,1296.23,1945.27,1260.36,1372.12,1328.01,1239.97,1361.75,1324.56,1489.95,1619.7,1504.33,1274.01,1543.23,1453,2079.7,1750.32,1338.63,1320.21,1857.27
SYR,Syrian Arab Republic,195.58,226.7,208.28,275.28,281.91,174.73,215.11,247.03,128.36,174.96,156.1,212.43,156.79,276.23,218.71,235.46,206.12,325.13,302.51,295.18,155.27,309.72,331,154.76,298.17,234.6,268.81,229.14,181.58,238.89,283.12,276.11,279.41,222.23,225.52,232.79,238.7,274.85,386.01,161.93,155.13,250.55,261.32,264.5,318.7,174.71,318.15,263.85,212.07,119.68,222.17,249.44,243.34,276.35,259.98,175.93,232.35,201.07,128.52,187.21,156.21,223.88,253.54,213.02,222.45,211.86,179.09,163.93,357.06,318.12,250.89,122.57,198.11,213.88
TCA,Turks and Caicos Islands (U.K.),684.17,815.76,587.2,670.19,1049.32,909.05,764.5,654.91,603.08,592.69,1330.04,901.41,655.85,1165.12,681.84,826.83,791.76,521.6,543.14,929.5,569.51,789.81,848.09,969.76,836.69,712.6,635.83,1140.75,909.32,829.07,828.18,928.02,913.78,847.83,827.42,827,753.9,1176.47,764.83,740.73,706.19,549.35,653.95,818.19,798.76,572,652.75,564.55,801.55,894.75,529.03,755.27,583.27,663.06,812.99,933.15,845.74,992.42,1181.31,841.22,960.44,1100.69,677.65,614.57,807.14,689.93,780.93,1169.45,685.9,647.18,765.29,609.35,686.21,755.62
TCD,Chad,501.63,296.39,389.57,417.93,380.84,320.47,411.34,356.86,367.85,229.86,238.39,300.86,308.2,252.4,211.41,121.46,139.2,301.96,271.39,376.75,348.94,292.04,289.38,312.22,398.29,399.81,299.44,362.65,369.94,378.47,427.36,354.38,295.9,234.48,243.59,388.65,276.58,310.4,437.14,314.21,260.31,331.46,323.28,264.39,428.87,359.24,344.53,316.11,384.22,421.1,277.41,308.13,267.19,341.55,262.02,344.16,267.68,273.45,285.57,243.31,338.66,256.95,320.25,262.1,269.97,223.51,292.34,265.05,311.03,346.26,262.72,203.26,264.95,189.69
TGO,Togo,1236.44,1531.44,1158.74,1062.17,1148.82,1360.93,1128.24,1632.5,1074.78,1293.56,1365.97,960.87,1389.65,1407.09,1037.64,1301.8,1244.17,1508.88,1737.46,1410.9,1388.21,1550.89,1431.41,1329.62,1284.57,1300.52,1454.68,1101.86,1424.54,1429.89,1566.09,1356.92,1448.91,1113.98,1458.25,1487.06,1414.01,1386.75,1576.45,1466,1309.67,1548.74,1365.62,1479.6,1492.13,1487.84,1291.91,1339.39,1245.78,1593.21,1236.66,1045.87,1373.61,1282.03,1202.1,1134.44,1249.76,1251.18,1166.23,1209.44,1313.36,1162.36,1383.49,1172.04,1363.39,1181.66,1437.69,1264.8,1422.88,1452.86,1132.5,1068.37,1200.56,1342.29
THA,Thailand,1473.7,1354.43,1842.17,2197.9,1329.17,1615.8,1689.17,1773.8,1416.44,1567.39,1572.15,1652.89,1636.88,1672.52,1692.61,1787.3,1794.73,1443.28,1388.17,1564.45,1648.43,1600.7,1804.98,1695.48,1790.61,1929.16,1838.96,1490.39,1846.13,1559.34,1741,1679.24,1612.18,1583.52,1586.64,1646.44,1686.46,1590.23,1741.77,1554.3,1574.08,1602.94,1508.16,1450.56,1813.44,1773.83,1819.7,1498.51,1436.99,1940.5,1936.28,1721.03,1752.6,1495.31,1404.13,1619.48,1701.38,1761.41,1792.72,1632.92,1671.98,1941.55,1630.3,1686.53,1494.16,1485.24,1601.4,1901.74,1750.29,1426.76,1506.67,1735.28,1858.35,1526.43
TJK,Tajikistan,573.16,740.06,680.53,817.46,767.6,686.3,639.98,746.19,767.86,707.05,681.26,572.57,674.05,675.46,768.82,761.73,689.02,657.89,758.15,974.23,643.85,545.5,802.86,665.57,681.69,650.27,700.66,699.03,685.01,684.11,740.43,839.03,705.06,678.18,786.42,707.15,738.03,933.2,811.39,728.47,740.38,851.51,810.58,909,745.57,608.64,748.34,641.77,934.16,885.21,654.75,621.08,780.02,822.2,799.28,672.29,690.72,699.15,641,815.71,792.41,749.94,672.47,637.17,717.19,804.17,761.64,722.83,707.9,671.39,643.94,599.22,734.45,588.34
TKL,Tokelau (N.Z.),1864.87,2533.79,2826.61,2635.73,1774.47,1885.58,2020.69,2509.89,3520.26,3013.99,2583.05,3267.69,1771.41,2496.14,3813.59,3143.55,2747.3,2705.25,2755.07,2492.97,2439.14,1984.68,2580.07,2581.79,1852.96,1824.26,1749.72,3327.48,2274.59,2347.55,2399.2,3203.79,2649.03,2752.35,2736.12,1976.23,2215.28,3690.25,2615.28,2492.58,2697.5,2335.61,3291.26,2983.14,3052.47,3301.99,2197.99,3151.42,3419.19,1849,1743.66,3304.92,2786.06,3330.28,3133.15,3018.71,2667.52,3667.84,2021.74,2152.96,2826.15,1525.19,2832.17,3782.98,2754.34,3165.97,3324.54,2599.99,2374.05,3112.22,3007.07,1583.54,1644.36,2427.11
TKM,Turkmenistan,141.6,170.91,193.04,258.53,213.29,165.9,172.91,196.82,145.68,190.21,129.52,128.73,144.03,186.68,189.15,170.01,146.29,182.73,168.12,288.09,134.58,142.43,233.05,203.69,187,138.26,214.35,164.67,217.15,208.47,211.64,251.1,184.92,139.94,181.83,148.33,140.94,186.59,205.47,153.04,174.94,196.9,210.03,206.81,191.57,146.03,155.07,189.76,216.2,176.98,122.28,133.66,211.35,228.65,198.57,171.6,151.83,168.44,98.1,209.69,149.72,170.5,159.57,148.83,128.49,190.59,190.84,154.11,147.17,236.08,171.48,94.61,134.45,101.09
TLS,Timor-Leste,2047.05,1158.91,1465.59,1173.82,1797.21,1963.22,1761.57,1671.28,1512.34,1879.95,2070.07,1568.55,1685.79,1682.94,1777.91,1609.44,1490.86,1572.87,1670.04,1198.04,1856.72,1896.01,1186.29,1817.05,1792.54,2378.82,1495.58,1468.3,2092.67,1217.74,1448,1843.57,1297.97,1800.35,1937.53,1515.78,1921.45,1446.7,1852.08,1529.19,1613.3,1212.39,1333.12,1512.6,1368.5,1831.82,1702.41,1262.14,2009.33,2068.99,2110.84,1908.75,1235.27,1425.51,1530.7,1310.88,1863.5,1581.23,1675,1423.57,2204.9,1844.11,1623.79,2106.86,1355.85,1248.66,1689.49,1875.46,1504.17,1368.28,1660.89,2046.08,2077.17,1473.86
TON,Tonga,1808.51,1502.41,1688,2085.91,2430.48,2179.04,2095.19,2110.96,1829.38,1844.84,2008.91,1487.57,1801.92,1805.41,2077.55,1589.91,1320.38,1500.87,1697.16,1534.8,1990.9,1616.69,1956.22,1743.41,2055.09,1989.3,1639.09,1680.58,1708.28,1637.13,1811.14,1635.4,1859.27,1397.43,1542.11,1459.48,1518.09,1121.79,1719.95,1894.05,1682.61,1395.19,1231.96,1444.59,1234.11,1171.93,1875.55,1856.98,1295.57,2003.29,2344,1686.1,1775.35,1511.02,1872.65,2023.74,1922.13,2259.04,1942.64,1846.65,1803.12,2156.42,2098.55,2239.19,1588.33,1325.43,1899.33,2522.74,2096.05,2424.35,2109.14,2211.18,2453.45,1939.35
TTO,Trinidad and Tobago,1840,1944.13,1261.21,1511.53,1963.51,1697.61,1823.65,1327.44,1499.73,1492.11,1591.63,1601.02,1581.69,1519.61,1603.06,1290.26,1340.54,1206.5,1347.65,1322.02,1331.77,1208.49,1500.96,1628.88,1282.68,1483.66,1239.74,1299.1,1437.49,1516.39,1400.49,1669.59,1538.46,1495.4,1418.3,1456.32,1352.63,1172.17,1451.35,1210.67,1270.9,1285.85,1188.52,1173.48,1209.07,1213.14,1410.4,1267.82,1672.11,1570.11,1580.28,1464.46,1526.91,1424.92,1691.17,1780.26,1385.98,1654.62,1549.17,1364.99,1756.1,1948.35,1768.96,1452.14,1321.57,1130.01,1339.31,1703.49,1488.34,1288.11,1327.39,1706.05,1906.89,1443
TUN,Tunisia,188.55,165.85,159,240.4,170.35,195.22,170.32,273.73,195.01,182.37,155.64,134.76,185.83,233.35,230.11,186.07,189.19,166.28,186.39,368.01,155.73,258.56,323.08,331.15,217.29,244.83,372.69,170.11,192.72,261.63,239.51,141.39,268.91,150.01,238.23,167.02,228.96,170.9,169.77,146.09,301.82,202.15,255.11,148.32,157.23,225.79,221.24,230.45,181.41,210.73,135.24,128.22,173.46,321.6,234.15,216.41,220.51,238.55,165.31,276.43,186,237.39,202.52,178.1,197.59,182.37,185.42,200.62,205.67,228.5,185.76,128.35,113.5,173.23
TUR,Türkiye,646.69,781.05,658.72,782.81,780.47,617.28,617.91,622.72,648.94,649.97,644.84,603.95,619.91,886.66,655.41,823.87,757.6,807.19,912.4,852.78,703.77,847.48,843.92,634.53,680.59,719.03,799.14,639.52,730.41,781.27,750.53,833.06,647.93,764.28,629.79,696.7,703.49,822.09,849.01,592.77,587.09,747.79,675.83,666.07,705.72,729.5,776.47,738.54,726.88,637.65,642.48,725.59,675.34,708.05,660.69,723.2,683.93,646.8,543.58,825.2,762.62,720.61,781.91,604.6,709.8,749.15,732.61,648.19,791.79,717.71,612.39,654.63,632.75,798.97
TUV,Tuvalu,1442.29,3290.85,3376.32,3280.05,1526.81,1426.66,1497.46,3128.05,3589.81,3439.12,2866.72,3337.85,1671.36,2232.3,3205.92,3174.28,2762.14,3496.92,3143.97,3860.56,3159.19,2036.43,3546.5,2701.27,1883.53,1944.4,2558.81,3511.46,3466.42,3012.22,2955.46,3198.47,3260.15,4393.45,3033.95,2287.1,3077.9,4718.78,2509.4,1968.96,3301.46,2781.36,3396.14,3508.89,2841.81,2893,2205.96,3212.01,4098.28,1455.85,1536.2,2753.15,3241.93,3350.06,3227.94,2908.18,2532.42,2851.37,1918.15,2640.22,2817.53,1340.84,2476.29,3044.4,2692.72,3392.76,3174.38,2582.7,2245.23,3456.65,3009.6,1705.7,1337.21,2441.47
TWN,TWN,2665.97,2490.48,2161.78,2438.01,1768.25,2126.76,2726.67,2314.74,2617.64,2571.75,2965.49,2634.43,2384.87,2264.68,2165.32,2324.72,2780.15,2407,3012.48,2859.84,2625.03,2621.13,3464.24,2833.16,3218.46,3066.72,2657.42,2900.02,3280.88,2776.05,2272.13,3314.35,2806.68,2702.06,2568.28,2958.43,3078.45,2731.1,2937.1,2758.99,3205.43,2345.65,3043.64,2055.01,2975.13,2489.89,2647.35,2787.76,3375.78,2654.26,3157.2,3394.78,2292.88,2129.82,2932.7,3532.33,2964.48,3360.91,3267.82,2786.66,2705.77,2756.62,3462.38,3000.21,2387.24,2694.36,3639.46,2560.3,2753.8,2658.34,2065.04,2511.64,2531.12,2626.09
TZA,Tanzania,1145.75,1428.73,1125.64,1703.08,1005.57,1217,1159.85,1731.26,1229.88,1359.89,1232.08,1629.14,1307.54,1373.67,1194.79,1216.09,1054.77,1219.83,1344.77,989.75,1271.25,1249.93,1577.36,1209.01,1172.11,1166.58,1169.91,1430.23,1394.92,1360.99,1157.52,1144.94,1328.51,1134.95,1244.75,1213.41,1402.88,1140.79,1086.04,1343.02,1109.78,1183.28,1021.88,884.54,1154.4,998.67,967.31,1251.33,1090.15,921.45,965.32,978.23,1161.93,766.1,1033.49,764,1188.89,955.71,1001.42,950.62,968.48,1155.68,1016.96,1046.19,1074.59,1071.83,990.02,1050.88,1171.65,1231.8,1327.04,903.38,999.87,1129.2
UGA,Uganda,2010.02,2328.24,2140.65,2649.36,1694.68,1815.09,1807.33,1894.5,1874.5,2136.23,2128.68,2359.73,2290.36,2294.23,1981.25,1798.26,1886.15,2144.66,2034.96,1653.36,1914.52,1999.85,2202.79,1789.36,1869.81,2129.07,1991.4,1966,1984.74,1874.45,1607.32,1851.55,1823.39,1830.46,1630.07,1938.84,1959.55,1789.63,1857.19,1736.84,1785.95,1923.28,1635.4,1510.51,1840.21,1663.86,1678.21,1735.83,1481.56,1562.73,1347.46,1586.97,1427.49,1417.83,1458.53,1430.9,1724.92,1517.22,1491.73,1421.07,1702.6,1707.99,1651.86,1546.32,1470.64,1538.39,1232.58,1430.11,1569.99,1761.51,1832.4,1247.36,1341.14,1545.62
UKR,Ukraine,477.12,457.89,662.61,487.87,504.56,662.32,583.22,516.19,680.67,522.48,657.87,526.71,656.74,573.3,641.71,717.87,766.24,632.09,682.18,690.84,843.56,711.65,680.72,710.78,692.64,542.64,709.69,776.47,740.55,654.6,839.81,794.93,602.35,613.43,655.37,742.83,569.71,657.33,759.95,652.73,662.31,628.74,650.33,667.25,567.49,724.63,672.75,803.36,717.53,659.49,649.41,711.23,619.75,600.69,735.15,661.93,630.07,587.11,656.69,602.4,696.4,516.26,620.16,627.34,572.61,558.15,709.54,597.15,594.38,539.3,572.16,716.55,657.92,701.11
UMI,U.S. Minor Outlying Islands,1026.3,1340.65,1002.72,1164.96,923.01,863.48,937.99,1410.49,994.39,936.56,948.41,1106.6,1002.54,1025.03,958.25,1184.72,1332.92,1242.42,1066.29,1253.98,919.3,860.98,1515.71,948.62,971.63,828.62,963.03,882.73,914.37,1043.32,879.05,890.91,1343.65,955.11,947.75,917.93,1027.65,1399.12,744.88,988.66,1141.39,1080.59,1263.82,942.96,1157.73,853.92,1070.97,1548.68,776,831.12,916.31,1148.98,1324.46,1181.4,1309.34,1086.58,1179.92,956.52,987.68,1177.59,1180.22,1129.79,1142.15,1034.97,1233.56,1702.85,1217.59,948.6,1033.89,1162.87,874.07,1164.54,1037.32,1173.94
URY,Uruguay,865.58,1337.29,1038.4,1112.62,1099.88,1023.52,793.92,1226.44,1099.68,1428.05,793.8,1161.83,757.08,1555.05,894.53,904.3,1131.89,1604.32,1296.41,1030.15,1345.19,1218.33,1399.31,1349.53,1203.15,1087.05,1218.64,1545.54,1261.49,854.35,1488.1,1267.56,1419.18,1339.81,1540.72,1219.83,1621.79,1236.28,1079.77,844.51,1564.34,1408.88,1327.86,1453.18,1306.15,1103.31,1116.9,1311.25,1676.21,1128.26,1489.84,1540.68,2001.68,1398.44,967.69,1219.91,1130.7,1360.79,823.46,1317.94,1254.32,1082.78,1328.27,1089.04,1612.76,1236.62,1347.12,1375.3,1125.62,1603.54,856.93,1051.27,928.73,1170.08
USA,United States of America,813.52,845.82,735.17,765.3,705.02,754.67,700.93,872.32,771.02,821.28,782.99,830.56,735.82,716.52,780.14,778.14,696.55,774.56,749.73,758.65,761.3,763.86,796.77,900.11,783.89,832.11,721.95,821.23,818.27,855.32,810.25,841.3,930.69,928.28,863.97,861.24,880.85,833.79,761.8,815.6,868.72,874.99,850.32,905.56,842.93,862.19,871.14,841.35,886.23,762.65,768.07,767.77,783.49,803.17,856.31,791.71,787.74,747.38,813.57,837.22,801.52,794.65,724.95,807.19,792.92,868.08,824.59,866.49,922.88,932.77,812.33,833.69,794.64,812.75
UZB,Uzbekistan,178.2,225.46,264.1,327.42,282.83,221.21,239.3,240.18,279.8,241.5,214.8,210.37,219.24,270.22,277.33,227.82,200.91,270.25,247.95,399.28,216.56,181.01,259.06,255.08,199.26,190.89,259.77,229.26,311.04,269.12,272.03,332.63,232.31,225.35,237.04,243.14,217,295.35,282.91,230.06,259.14,294.02,286.84,314.92,261.32,189.24,194.05,269.2,321.09,254.98,184.18,196.73,325.12,355.54,274.2,246.54,230.64,228.28,181.95,285.68,223.86,222.85,220.57,229.02,227.03,292.64,280.68,229.94,215.86,260.69,220.77,162.8,239.9,190.86
VAT,Vatican City,803.49,976.8,884.85,821.15,687.73,745.69,765.67,741.11,944.39,953.96,1266.39,820.45,960.18,1059.89,942.86,1190.26,1102.22,781.65,1031.45,1082.71,812.42,1012.82,1239.53,670.18,906.22,972.25,1109.06,973.06,1039.36,1403.03,1044.6,866.68,797.29,748.72,1115.97,789.84,1036.95,906.42,697.87,731.5,812.65,908.51,915.71,756.41,655.81,754.16,1100.5,871.13,841,917.13,832.89,625.49,917.91,716.75,1030.14,1038.23,579.15,659.57,1083.44,902.05,1208.6,718.58,962.19,1070.04,1093.16,814.78,863.02,682.58,1154.25,1054.7,920.39,899.43,679.89,821.86
VCT,Saint Vincent and the Grenadines,1566.34,1550.64,1087.03,1111.7,1301.39,1274.16,1283.92,1218.86,1523.27,1178.78,1358.24,1551.59,1503.23,1423.5,1381.6,1057.04,1224.73,891.09,894.23,907.03,965.53,821.08,974.2,1141.14,1089.79,1209.86,1025.2,1155.83,1055.48,1194.9,1083.63,1298.29,1065.03,1143.21,1172.85,1168.43,1012.62,1118.23,1423.54,885.33,970.08,1029.09,1135.97,1057.85,935.97,1057.03,1143.43,953.6,1287.16,1118.67,1095.5,1062.39,1022.36,1114.5,1491.47,1619.8,1163.21,1210.89,1209.25,1004.36,1653.95,1600.13,1233.69,1173,888.43,788.71,1179.35,1382.94,1045.11,910.55,1072.39,884.63,1287.03,1234.69
VEN,R. B. de Venezuela,2306.38,2221.79,1804.25,1881.78,2113.1,2214.21,2265.32,1729.53,1974.57,1983.06,2068.01,2101.27,2225.85,2121.55,2137.66,1904.49,2054.15,2025.75,2231.31,2409.64,2354.94,2024.95,2270.76,2308.21,2177.79,2344.11,2133.29,2109.93,2355.11,2296.5,2019.53,2329.37,2122.01,2039.36,2101.58,2131.88,2231.86,2172.44,2294.53,2125.17,2341.8,2162.35,1999.42,2230.97,2092.63,2068.7,2224,1859.98,2318.9,2355.26,2178.99,1974.87,2168.32,2251.15,2345.25,2203.98,2272.7,2277.57,2384.55,1875.3,2669.67,2534.54,2367.17,2211.08,2049.13,1923.72,2299.71,2266.78,2170.61,2061.57,2005.04,2248.14,2261.93,1783.81
VGB,British Virgin Islands (U.K.),963.67,1178.02,761.96,738.36,999.03,822.14,727.66,744.28,937.02,720.24,1049.46,992.81,829.83,938.4,780.11,845.56,774.29,627.23,602.2,1036.29,1089.79,750.12,765.62,887.73,1163.5,834.76,725.22,918.82,925.11,1246.48,807.23,1194.92,1045.73,1172.74,992.41,900.9,952.27,1316.7,787.97,1005.06,811.24,755.52,1055.59,774.7,650.27,867.72,1025.46,866.68,1153.05,1130.92,664.54,757.09,684.11,1153.22,1104.14,1297.26,949.74,1068.71,1073.55,929.75,1304.56,1278.49,893.23,1060.97,956.6,630.29,1013.89,1274.71,789.01,728.61,940.94,667.01,1015.57,970.11
VIR,United States Virgin Islands (U.S.),1064.14,1160.63,783.08,729.52,991.66,910.55,792.98,804.39,1057.43,727.83,1069.03,1049.64,844.35,1005.63,871.95,852.37,799.99,636.66,627.86,1066.46,1154.68,778.63,861.64,922.08,1202.35,843.58,739.45,956.18,979.5,1431.05,896.2,1264.26,1069.5,1217.37,1027.62,955.32,1049.33,1394.19,902.69,1015.56,873.15,763.59,1003.81,886.55,677.46,821.03,1031.13,850.8,1293.95,1213.98,706.5,835.08,700.75,1159.24,1286.75,1364.09,988.62,979.63,1121.34,988.16,1286.78,1340.33,923.48,1099.11,958.21,627.94,1082.9,1248.77,804.62,788.61,993.34,731.76,1180.17,969.48
VNM,Vietnam,1709.87,1772.99,1938.07,1949.2,1632.62,1896.85,2038.69,1935.41,1779.59,1744.79,2003.41,2003.96,1827.14,1918.5,2192,1916.64,1991.65,1691.71,1770.08,1706.89,1985.57,2228.66,2388.61,2383.56,2074.37,2317.63,1942.67,1815.16,2331.6,2037.01,2334.13,2416.01,2016.76,2079.87,2014.89,2174.09,2209.59,1978.22,2020.43,2054.46,2172.07,1869.16,1932.06,1954.17,2086.67,2018.64,2261.67,1993.92,1973.48,2142.77,2088.98,1987.24,1933.56,1831.21,1655.1,1977.63,1917.92,2161.13,2234.11,2020.58,2168.26,2076.53,1999.82,2226.26,1927.31,1812.09,2054.31,2375.73,2109.15,1823.87,2145.61,2076.95,2236.44,1919.16
VUT,Vanuatu,3126.5,2594.56,2359.76,1996.49,2285.31,2443.81,1920.11,1956.74,1570.36,2513.98,1600.79,2660.44,2558.87,2478.9,1902.07,2204.9,1447.24,2247.34,1623.54,2058.85,2104.35,2353.91,2505.37,2062.61,2410.01,2955.56,2484.63,1818.3,1464,1779.71,1830.57,1790.83,2497.82,1446.61,2146.84,2243.92,2076.9,1460.55,3250.33,2607.54,1919.35,2110.93,1573.85,1390.29,1890.6,1588.94,2290.7,1660.09,1981.6,3078.29,3100.05,2132.28,2496.04,1837.33,1840.86,1996.15,2193.41,2444.36,2634.61,2439.88,2197.17,2928.64,3007.82,2600.33,2173.23,2137.3,1551.48,2296.27,2420.03,2041.78,2776.83,2612.25,3369.12,2476.64
WLF,Wallis and Futuna (Fr.),2370.13,3296.41,3694.89,2651.49,3226.69,3077.8,2131.18,2747.87,2574.9,3395.81,3084.31,2719.2,2720.69,2834.92,2885.76,2905.44,2856.17,3145.05,3123.16,3036.34,3056.95,2309.63,3185.24,2931.55,2442.94,2394.52,2325.89,2508.52,3403.66,2056.28,2442.49,2655.23,2725.54,2110.67,2712.76,2508.02,2727.89,1730.85,3016.66,2311.57,2485.41,2287.36,2464.28,2598.36,2591.96,2751.69,2551.55,2801.19,2364.05,2738.42,2773.38,2690.86,2754.93,2945.72,2971.94,2713.02,3448.44,3164.29,2936.33,2867.33,2837.17,2315.61,2645.45,3560.95,2495.28,2494.44,2448.11,3651.25,3366.9,3521.64,3241.66,2748.73,2538.11,2985.78
